,id_news,country,media_outlet,url,title,text,date,San_Pablo,San_Juan_de_la_Costa,Río_Negro,Quinchao,Quemchi,Quellón,Queilén,Puyehue,Purranque,Puqueldón,Puerto_Varas,Puerto_Octay,Puerto_Montt,Palena,Osorno,Maullín,Los_Muermos,Llanquihue,Hualaihué,Futaleufú,Frutillar,Fresia,Dalcahue,Curaco_de_Vélez,Cochamó,Chonchi,Chaitén,Castro,Calbuco,Ancud
10,21827519.0,chile,radiosago,https://www.radiosago.cl/carabineros-detuvo-a-hombre-que-intento-agredirlos-con-arma-blanca-en-plazuela-yungay/,Carabineros detuvo a hombre que intentó agredirlos con arma blanca en Plazuela Yungay,"Cerca de las 14.45 horas de la tarde de este miércoles, personal de servicio de la Primera Comisaría, se trasladó a la Plazuela Yungay, luego de que vecinos denunciaron que una persona portaba un arma blanca. De hecho, la situación se viralizó rápidamente en Redes Sociales, en videos en los que se podía ver a esta persona emitiendo insultos y gritando en contra de la policía en las afueras de un local comercial en el costado norte de la plazuela. En el momento en que llegaron efectivos de refuerzo, e intentaron fiscalizarlo, el sujeto se abalanzó sobre los policías, por lo que se produjo un altercado en el que terminaron lesionados tres funcionarios policiales. Así lo detalló el mayor Carlos Reyes, de la primera Comisaría de Osorno. El detenido no registra antecedentes y pasó a control de detención por amenazas y lesiones a Carabineros, además de porte de arma blanca, a la espera de las instrucciones de la Fiscalía. ",2022-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,21827520.0,chile,radiosago,https://www.radiosago.cl/core-aprueba-1-400-millones-extra-para-concluir-obras-en-liceo-carmela-carvajal-de-osorno/,Core aprueba $1.400 millones extra para concluir obras en Liceo Carmela Carvajal de Osorno,"Una inversión adicional de $1.402.757.475, correspondiente a un aumento de obras del 16% para continuar con los trabajos de ampliación y mejoramiento de las instalaciones del Liceo Bicentenario y de Excelencia Académica, Carmela Carvajal de Prat, aprobó el pleno del Consejo Regional de Los Lagos, que esta semana está sesionando en la comuna de Castro, provincia de Chiloé. En la actualidad, el establecimiento educacional considera un estado de avance del 62% y era necesario hacer algunas modificaciones al diseño inicial con el objeto de atender los requerimientos de los más de mil 300 alumnos y alumnas de séptimo básico a cuarto medio que atiende esta unidad perteneciente al Departamento de educación municipal de Osorno. La presidenta subrogante del Consejo Regional, María Angélica Barraza, señaló que esta es una gran noticia para toda la comunidad educativa. En tanto, el core Francisco Reyes, señaló que el cuerpo colegiado tiene una responsabilidad con la comunidad educativa de este establecimiento educacional y le interese que esta obra se avance, sin embargo; debe aclararse los errores y omisiones de diseño que han obligado a proporcionar recursos adicionales que ahora superarán los 8 mil millones de pesos.   Entre los cambios considerados se encuentra  la ampliación del  acceso al ascensor, la suma de un estanque de agua, nuevos pavimentos, quiebrasoles, la construcción y terminaciones de estructuras de soportes, un faro urbano y el retiro del estanque de petróleo, entre otros.",2022-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,21828838.0,chile,radiosago,https://www.radiosago.cl/carabineros-de-osorno-califica-de-positivo-el-balance-de-ano-nuevo-no-hubo-accidentes-fatales/,Carabineros de Osorno califica de positivo el balance de Año Nuevo: No hubo accidentes fatales,"La Primera Comisaría de Carabineros de Osorno realizó un balance de lo que fue el fin de semana largo en la comuna, dando cuenta de 27 hechos policiales que marcaron las celebraciones. El Mayor Carlos Reyes informó que hubo 13 infracciones a la ley del tránsito, principalmente por exceso de velocidad. Además, se presentaron tres hechos de violencia intrafamiliar y dos infracciones en el barrio bohemio de la ciudad. El comisario de la Primera Comisaría calificó de positivo el comportamiento de la ciudadanía, al no provocarse accidentes con resultados fatales en la comuna. El uniformado expuso que hubo tres detenidos por robo con violencia en la vía pública, como también, un robo en un lugar no habitado sin lograr las detenciones de los antisociales. Al mismo tiempo, se denunciaron hechos por amenazas, maltrato de obra y presunta desgracia.",2022-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,21828892.0,chile,radiosago,https://www.radiosago.cl/pdi-de-osorno-indaga-robo-con-intimidacion-en-la-empresa-coca-cola/,PDI de Osorno indaga robo con intimidación en la empresa Coca Cola,"El subprefecto Joaquín Seguel, jefe de la Brigada Investigadora de Robos Osorno, informó de una concurrencia, junto a peritos del Laboratorio de Criminalística Regional, hasta la empresa Coca Cola, ubicada en la ruta 5 Sur, producto de un robo con intimidación ocurrido durante este sábado. De acuerdo a las primeras diligencias realizadas, se pudo establecer que sujetos ingresaron al lugar y con el método de oxicorte sustrajeron desde una caja fuerte un millonario monto. Detectives continúan trabajando en el lugar para dar con el paradero de los responsables de este hecho.",2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,21886724.0,chile,radiosago,https://www.radiosago.cl/en-prision-preventiva-quedo-presunto-autor-del-homicidio-de-un-hombre-el-pasado-31-de-diciembre-en-puerto-montt/,En prisión preventiva quedó presunto autor del homicidio de un hombre el pasado 31 de diciembre en Puerto Montt,"En prisión preventiva quedó el imputado que acusado de asesinar el pasado 31 de diciembre a un hombre en situación de Calle que se produjo en la población Miramar, calle Buena Vecindad con Rolando Schmauck, de la ciudad de Puerto Montt. El fiscal que investiga la causa Álvaro Espinoza comentó que los hechos se llevaron a cabo la tarde del viernes, cerca de las 18:00 horas, acción en la cual los propios vecinos retuvieron al supuesto autor del hecho, quien con una piedra golpeó en el rostro y zona craneal a la víctima de 52 años, un hombre en situación de calle. El fiscal dijo que “se atribuyó en la audiencia la participación del imputado en un delito de homicidio. Posteriormente, acogiendo los argumentos de la fiscalía el tribunal accede a la medida cautelar de prisión preventiva, ordenándose el ingreso del imputado en dicha calidad  a la cárcel Alto Bonito de Puerto Montt  y decretando un plazo de investigación de 90 días”. ",2022-01-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,21886762.0,chile,radiosago,https://www.radiosago.cl/evacuan-el-banco-estado-de-puerto-montt-por-presencia-de-objeto-sospechoso/,Evacúan el Banco Estado de Puerto Montt por presencia de objeto sospechoso,"La presencia de un objeto sospechoso en el exterior de la sucursal del Banco Estado ubicada en la esquina de las calles Rancagua con Urmeneta, en pleno centro de la capital regional, motivó esta mañana un operativo por parte de Carabineros. Las personas que se encontraban haciendo fila en el perímetro del edificio, debieron ser evacuadas para que el Grupo de Operaciones Especiales (GOPE) de Carabineros realizara las acciones que permitieron descartar que se trataba de un artefacto explosivo. La situación fue controlada y tras la exhaustiva revisión de personal policial, el Banco Estado abrió sus puertas para la normal atención del público.",2022-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,21886765.0,chile,radiosago,https://www.radiosago.cl/cuatro-detenidos-dejo-operativo-antidrogas-de-carabineros-en-calbuco/,Cuatro detenidos dejó operativo antidrogas de Carabineros en Calbuco,"Con cuatro detenidos, dos hombres y dos mujeres, culminó un operativo antidrogas realizado la tarde de ayer en la ciudad de Calbuco, tras el allanamiento de tres domicilios ubicados en las poblaciones La Vega y 10 de Mayo. La acción policial se derivó de una indagatoria realizada por la Sección de Investigación Policial de la Cuarta Comisaría de Calbuco con apoyo del OS7 y Gope de Puerto Montt y Valdivia. El mayor Felipe Bustamante, comisario Cuarta Comisaría de Calbuco, entregó más detalles del operativo precisando que se allanaron tres domicilios de manera simultanea autorizados por el Juzgado de Garantía local previa solicitud del Ministerio Público, logrando la detención de cuatro personas por el delito de tráfico.  Se incautaron aproximadamente 240 gramos de pasta base de cocaína, mientras que los detenidos pasaron a control de detención.",2022-01-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,21886773.0,chile,radiosago,https://www.radiosago.cl/municipio-de-puerto-montt-monitorea-laderas-y-puntos-criticos-por-precipitaciones/,Municipio de Puerto Montt monitorea laderas y puntos críticos por precipitaciones,"Desde el Departamento de Emergencias de la Subdirección de Seguridad Pública se realizó un monitoreo por puntos criticos y laderas sin que se presenten novedades. Se preveen fuertes precipitaciones en las próximas horas, por lo que se mantendrán en alerta los equipos de emergencia activados desde ayer. Debido a esta contingencia se encuentran activados los equipos municipales de emergencia ante eventualidades que puedan ser informadas por los vecinos y vecinas, particularmente en lo que dice relación con los fuertes vientos y lluvias que se presentarán en las próximas horas. Igualmente se informó que se está realizando una revisión permanente de aquellos sectores donde se presentan riesgos de derrumbes o desprendimientos que puedan afectar a los vecinos y vecinas, como: Estero Lobos, Lintz, Angelmó y Pelluhuín, entre otros sectores. En caso de situaciones imprevistas la comunidad puede contactarse a la Línea 800 600 100, operativa las 24 hrs. del día.",2022-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,21886908.0,chile,radiosago,https://www.radiosago.cl/hospital-de-puerto-montt-inicia-campana-para-recolectar-utiles-de-aseo/,Hospital de Puerto Montt inicia campaña para recolectar útiles de aseo,"Una campaña de recolección de útiles de aseo, como pañales para niños y adultos es la que ejecutan en estos momentos desde la Oficina de Participación Ciudadana del Hospital Puerto Montt, así como el Consejo Consultivo de Usuarios del Hospital Puerto Montt. Los utencilios irán en beneficio de quienes llegan al establecimiento y no cuentan con ellos. David Cea, encargado de la Oficina de Participación Ciudadana del Hospital de Puerto Montt; y Carmen Vargas, presidenta del Consejo Consultivo de Usuarios del Hospital de Puerto Montt, señalaron que en estos momentos no cuentan con estos elementos para pacientes, tales como personas en situación de calle que llegan a este recinto. Por lo mismo realizan un llamado a la comunidad para que acerquen y colaboren con estos artículos. Carmen Vargas en tanto, describió que la situación que viven a diario es compleja y que requieren de estos útiles de aseo para apoyar a las familias que llegan también desde otros puntos del a Región de Los Lagos, como de la Provincia de Chiloé o de comunas más distantes. Sin embargo, “no tenemos stock de útiles de aseo”. Los interesados en aportar deben acudir al hospital, a Participación Ciudadana, ubicada en el primer piso del establecimiento. Además, si alguna persona desea contactarse con ellos, se pueden comunicar con Carmen Vargas al 979291940. Según dicen, la campaña no tiene una fecha de término, dada la necesidad que existe durante todo el año de contar con útiles de aseo para los pacientes del hospital.",2022-01-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,21886934.0,chile,radiosago,https://www.radiosago.cl/ocupantes-de-vehiculo-chocan-con-poste-de-alumbrado-publico-y-se-dan-a-la-fuga-en-puerto-montt/,Ocupantes de vehículo chocan con poste de alumbrado público y se dan a la fuga en Puerto Montt,"La tarde de este sábado 1 de enero un vehículo menor chocó contra un poste del alumbrado público en calle Santa María con Las Delicias en la población Modelo en la comuna de Puerto Montt. Hasta el lugar llegaron voluntarios de la 1ª y 4ª compañía de Bomberos de Puerto Montt, y de acuerdo al testimonio de los vecinos, quienes al percatarse del accidente y correr a socorrer a los ocupantes del automóvil, éstos se habrían dado a la fuga según consignaron.",2022-01-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21886935.0,chile,radiosago,https://www.radiosago.cl/vecinos-de-alto-la-paloma-en-puerto-montt-critican-tardanza-del-tribunal-ambiental-en-visitar-humedal-del-sector/,Vecinos de Alto la Paloma en Puerto Montt critican tardanza del Tribunal Ambiental en visitar humedal del sector,"Ambientalistas y vecinos del sector Alto la Paloma Oriente de Puerto Montt acusan daño irreversible a los humedales y al bosque nativo del lugar, ejecutado en gran parte por las empresas inmobiliarias que desarrollan proyectos de construcción, los que además perjudican la calidad de vida de los habitantes. En este sentido han presentado variadas denuncias por los hechos, criticando la demora del Tribunal Ambiental de Valdivia en visitar el sector, organismo que anunció una visita para el próximo 12 de enero. En este marco, el representante de la agrupación cultural por los humedales y entornos naturales “Gayi”, David Hinostroza explicó que el sector de Alto la Paloma es un lugar de interés para la conservación de especies, apuntando a las inmobiliarias directamente por los daños que estos han sufrido y acusando a servicios públicos como cómplices de estos hechos. “La Municipalidad y Conaf, ellos conocían de esto desde hace mucho tiempo y no actuaron; hoy más del 50% del humedal Alto La Paloma fue destruido como el bosque nativo con más de 10 hectáreas”, señaló David Hinostroza. De acuerdo a  Hinostroza, la visita del Tribunal Ambiental es tardía, pero agrega que con esta instancia quedará a la vista para el tribunal “la gravedad de las denuncias realizadas, llega muy tarde, la empresa durante todo este tiempo continúo trabajando sin importar las decisiones de los tribunales, tanto locales, como de Valdivia” insistiendo en que se deben paralizar las obras de manera inmediata y que el lugar sea declarado santuario de la naturaleza. En tanto, Maritza González presidenta del comité de Trabajo de Alto La Paloma Oriente asegura que el daño no sólo considera los humedales y el bosque. “A ello se suma el desvío del cauce del río Dos Esteros, y ahora ya no corre agua por este lugar. Todo aquí ha sido intervenido, el camino, los cauces naturales y los humedales”. Por otra parte Marcia Muñoz concejala independiente dijo que los vecinos y vecinas han planteado en la Municipalidad sus requerimientos “y hasta hoy no se les ha respondido a sus problemáticas; sin embargo protestan por la rapidez de otorgar los permisos a la empresas inmobiliarias decisiones tomadas sin la opinión de ellos”.",2022-01-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
