document_No,dominant_Topic,topic_Perc_Contrib,keywords,text,id_news,country,media_outlet,url,title,date,San_Pablo,San_Juan_de_la_Costa,Río_Negro,Quinchao,Quemchi,Quellón,Queilén,Puyehue,Purranque,Puqueldón,Puerto_Varas,Puerto_Octay,Puerto_Montt,Palena,Osorno,Maullín,Los_Muermos,Llanquihue,Hualaihué,Futaleufú,Frutillar,Fresia,Dalcahue,Curaco_de_Vélez,Cochamó,Chonchi,Chaitén,Castro,Calbuco,Ancud
1108,0,0.6124,"emprendimiento, naturaleza, conservación, canal, diputado, obra, minutos, tramo, agrupación, energía","El diputado Alejandro Bernales (PL) ingresó un oficio ante la Contraloría Nacional de la República, para que supervise la función del inspector fiscal de la construcción del puente sobre el Canal de Chacao e investigue posibles irregularidades. ""En el último tiempo hemos conocido una serie de problemas en la construcción del puente y junto con ello denuncias de gremios del Ministerio de Obras Públicas, donde se señalan posibles irregularidades del inspector fiscal de la obra, quien no estaría cumpliendo adecuadamente su rol"", explicó el congresista. Entre los aspectos que se pide aclarar, se encuentra la naturaleza del contrato del inspector fiscal. El diputado argumentó que el funcionario ""habría sido contratado sin concurso público y además designado con residencia en Santiago, por lo que recibiría viáticos permanentemente por estar en la región"". Además indicó que es necesario saber cuántos días a la semana permanece en la obra. Bernales también expuso que ha conocido evidencia respecto al ingreso de menores de edad a las faenas en desarrollo, incluyendo la pila central, ""lo que es de extrema gravedad, considerando el peligro permanente en la obra"", opinó.",22598259.0,chile,elllanquihue,https://www.ellanquihue.cl/impresa/2022/01/23/full/cuerpo-principal/6/,Piden a Contraloría investigar labor del inspector fiscal del puente Chacao,2022-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,4,0.5968,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","Con positiva participación, IX Escuela Ambiental de Verano 2022 puso enfoque en cuidado de recursos hídricos de nuestra región #elcalbucano Con representantes del mundo académico de diversos puntos de la Región de Los Lagos y del país, se llevó a cabo la  IX Escuela Ambiental de Verano: Agua y Vida, transitando hacia una relación esencial, instancia convocada por el Comité Regional de Educación Ambiental, CREA Los Lagos y apoyada por la Seremi del Medio Ambiente, a la que asistieron más de 200 personas en su primera jornada. El objetivo de esta tradicional escuela ambiental que se realiza por segundo año consecutivo de manera virtual en su parte medular es generar un espacio de conocimiento, generación de redes y sobre todo reflexión en torno al rol que corresponde a los educadores realizar en los procesos formativos actuales. Este año la IX Escuela Ambiental de Verano abordó la temática de agua y su intrínseca relación con todas las formas de vida, por medio de conferencias, talleres, intercambio de experiencias y retomando este año las tradicionales salidas a terreno en las comunas de Cabildo (región de Valparaíso), Osorno, Llanquihue, Puerto Montt y Castro. En este contexto, el Director de Vinculación con el Medio de la Sede Puerto Montt de la Universidad Austral de Chile, Dr. Carlos Haefner, señaló que “no sólo hemos apuntado a la inclusión, sino también a la sustentabilidad, como dice nuestro lema Conocimiento y Naturaleza. El hecho de que este año el tema de la Escuela Ambiental de Verano sea el agua constituye un hito trascendental no sólo para nuestro país, sino para el mundo”. Por su parte la Seremi subrogante del Medio Ambiente, Bárbara Herrera, destacó la masiva asistencia a la Escuela Ambiental de verano, “un evento que celebramos con mucho entusiasmo porque sabemos que la educación ambiental es un pilar fundamental y central en la construcción para formar una conciencia ambiental que tenemos que construir en conjunto. La función del Comité Regional de Educación Ambiental (CREA Los Lagos) ha demostrado que, trabajando de manera colaborativa entre actores públicos y privados, podemos construir y alcanzar objetivos comunes, uno de los más importantes es educar a las comunidades de manera transversal”. Con charlas magistrales como “Biósfera, Somos Agua” dictada por Juan Pablo Orrego, Director ONG Ecosistemas, intercambios de experiencias con organizaciones ambientales regionales, entre otros, sumado a la premiación del Concurso de Fotografía Fotoconciencia 2021, la Escuela Ambiental vivió con éxito una nueva versión de educación ambiental, que espera continuar replicando en el transcurso de los años, asumiendo el compromiso de un cuidado efectivo de nuestro medio ambiente. ",22597932.0,chile,elcalbucano,https://www.elcalbucano.cl/2022/01/con-positiva-participacion-ix-escuela-ambiental-de-verano-2022/,"Con positiva participación, IX Escuela Ambiental de Verano 2022",2022-01-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1110,4,0.6616,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","#elcalbucano La Brigada de Homicidios de Puerto Montt, concurrió  al sector Piedra Azul producto de la muerte de un hombre adulto, quien se encontraba realizando labores de construcción en una vivienda del lugar, donde fue hallado fallecido por familiares ayer  martes. Al respecto el subprefecto Enrique Zamora, indica lo siguiente: WhatsApp Audio 2022-01-25 at 22.39.55 ",22597937.0,chile,elcalbucano,https://www.elcalbucano.cl/2022/01/pdi-investiga-muerte-de-hombre-en-piedra-azul/,PDI Investiga muerte de hombre en Piedra Azul,2022-01-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,4,0.7801,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","Este fin de semana, el Estadio Municipal de Purranque será el epicentro de la sexta edición de la Expo Feria Campesina, organizada por la Asociación de Feriantes Campesinos, Prodesal Purranque y el Municipio local. Fue el verano del año 2019 la última vez que se realizó esta actividad, que tres años después regresa resguardando todas las medidas sanitarias de rigor, entregando un espacio a los emprendedores y agricultores para su desarrollo comercial, además de un grato ambiente con música en vivo, y una llamativa exposición canina. “Como un puntapié inicial a las actividades de verano que realizaremos, este fin de semana arrancamos con la Expo Feria Campesina Regional que se va a realizar este viernes 28 y sábado 29 en el Estadio Municipal, un recinto que cuenta con aforos, resguardos y accesos controlados”, comentó el alcalde César Crot. Por su parte, Felipe Alvarado, encargado de Prodesal, invitó a la comunidad a participar de esta actividad, la cual se desarrollará los días mencionados, en horario de 10 a 20 horas, con entrada liberada. “Esperamos contar con cerca de 80 expositores de Purranque y otras comunas invitadas. Habrá venta de insumos agrícolas, de hortalizas; exposición de empresas y charlas técnicas sobre producción de aves, ovinos y tenencia responsable de mascotas”. Alvarado reiteró el correcto uso de mascarillas y medidas para evitar la propagación del Covid 19, además, de portar su Pase de Movilidad.",22597978.0,chile,radioacogida,https://radioacogida.cl/expo-feria-campesina-purranque-2022-reunira-a-agricultores-de-toda-la-region-de-los-lagos%EF%BF%BC/,EXPO FERIA CAMPESINA PURRANQUE 2022 REUNIRÁ A AGRICULTORES DE TODA LA REGIÓN DE LOS LAGOS￼,2022-01-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,4,0.7828,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","El Año Nuevo Chino, también conocido como “Año Nuevo Lunar” o “Festival de la Primavera”, es una de las festividades milenarias más importantes para la comunidad china y para muchos países asiáticos que han adquirido esta tradición; se celebra el primer día del primer mes en el calendario lunar chino, en esta ocasión caerá el 1 de febrero, dando inicio al Año del Tigre de Agua en el zodiaco chino. Es dentro de este contexto que el Instituto Confucio Santo Tomás (IC ST) ha preparado una serie de actividades para recibir de manera anticipada este nuevo año. La cita será el jueves 20 de enero, con 5 actividades virtuales, que se realizarán de manera gratuita a través de la plataforma ZOOM y del Facebook @ConfucioUst. La primera de las actividades se realizará a las 10 de la mañana, con el Webinar «Pīlipālā: el sonido del año nuevo chino«, haciendo alusión a cómo se escuchan los fuegos artificiales en China, ya que Pilipala es el sonido onomatopéyico de ellos. En esta sesión, la chilena Francesca Hanshing Urra, Máster en Administración y Negocios en Beijing, quien vive en China desde hace más de 10 años, nos cuenta cómo se vive esta celebración en el gigante asiático desde el punto de vista de un extranjero, y desde su experiencia, donde su sueño era experimentar la algarabía de la celebración del Año Nuevo Chino con fuegos artificiales y muchos colores en el cielo. Para participar en esta actividad se pueden inscribir en el siguiente enlace: https://bit.ly/InscripcionAnoNuevoPrimeraPersona A las 12.00 horas se realizará la segunda sesión, “Feng Shui: ordenanzas para el primer mes de la primavera”, donde conoceremos cómo celebrar el Año Nuevo Chino en armonía con la naturaleza, según esta disciplina y la cosmovisión china. La actividad estará a cargo de Sylvia Galleguillos Tapia, maestra y pionera de esta disciplina en Chile, además de ser la Directora del Centro de Aromaterapia Osmanthus y de la Escuela Chilena de Feng Shui. Esta temática está ligada a una serie de costumbres que rodean la recepción del nuevo año, como por ejemplo la limpieza de las casas con el objetivo de deshacerse de la mala suerte acumulada desde el año anterior. Los interesados pueden inscribirse en el siguiente enlace: https://bit.ly/InscripcionAnoNuevoFengShui. Y si se trata de costumbres, esta celebración está rodeada por una serie de ritos que realizan las familias chinas para recibir el nuevo año. Song Xiaoxi nos hablará sobre ellos en la sesión de las 14 horas, “Costumbres y tradiciones del Año Nuevo Chino: una mirada desde la cultura familiar”. La coordinadora cultural de la Fundación CLEC nos contará su experiencia durante los años de su infancia en China y cómo ha cambiado esta fiesta tradicional en los tiempos modernos, con los mitos, tradiciones y supersticiones que rodean esta celebración en diferentes regiones de este país. Las inscripciones se realizan a través del enlace: https://bit.ly/InscripcionAnoNuevoCostumbres Al hablar de la celebración del Año Nuevo Chino, algo que no puede faltar es la milenaria danza del león chino, ya que es una creencia popular que esta danza, junto a la del dragón, traen buena suerte y ahuyentan a los malos espíritus. Dentro de este contexto, a las 16 horas el IC ST realizará la sesión “Los secretos de la danza del león chino”, donde conoceremos esta disciplina por dentro, lo que incluirá la muestra del corpóreo, los pasos de su danza y acrobacias, además de sus instrumentos y su lenguaje musical. Los encargados de esta actividad serán Vicente Ramírez (DT), Alan Weiskorn y Dennisse Bulicic; seleccionados chilenos, miembros oficiales de “International Dragon and Lion Dance Federation”, Ministerio de Deportes de la República Popular China, y miembros del Centro Cultural y Artístico China Chile. Para participar en esta actividad se pueden inscribir en el enlace: https://bit.ly/InscripcionAnoNuevoDanzaLeon Pero sin lugar a dudas, uno de los temas más asociados al Año Nuevo Chino para el occidente es el zodíaco chino, que data de 2.637 A.C., cuando se introdujo su primer ciclo, los que se componen de ciclos simples de 12 años cada uno. Doce animales fueron asignados a cada uno de los 12 años cuando, según la leyenda, Buda convocó a todos los animales frente a él antes de que partiese de la Tierra y sólo doce animales vinieron a despedirse, por lo que como recompensa nombró un año con el nombre de cada uno, en el orden en que llegaron. Sobre este tema, y lo que significa este año que comienza, es que el escritor, teólogo y astrólogo, Pedro Engel, nos presentará la sesión “Zodiaco Chino: El Año del Tigre de Agua” a las 18 horas. Las inscripciones se realizan a través del enlace https://bit.ly/InscripcionAnoNuevoAnodelTigre Y para culminar esta celebración, en esta última sesión el IC ST dará a conocer los ganadores del concurso “Carácter fú”, con trabajos realizados a través de la técnica milenaria del papel recortado. Para quienes deseen participar, pueden subir una fotografía junto a su trabajo hasta el domingo 16 de enero en el siguiente link: https://bit.ly/ConcursoPapelRecortadoA_Nuevo_2022 ; los que están siendo evaluados en RRSS a través de votación popular.",22597982.0,chile,seminariolocal,https://www.semanariolocal.cl/archivos/3947,Instituto Confucio ST celebra el Año del Tigre de Agua,2022-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,4,0.5434,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","Gastronomía, artesanías, folclor, juegos típicos y shows musicales marcaron la realización de laRuta de las Tradiciones y el inicio de la Expo Raíces este fin de semana en la capital regional,llevados a cabo por la Municipalidad de Puerto Montt dentro de sus actividades de verano.Controles en los accesos, la solicitud del Pase de Movilidad como testeos PCR a los organizadoresfueron parte de las acciones tomadas por el municipio frente a la actual situación de la pandemiadel Coronavirus para realizar ambos eventos, de la cual hay un balance positivo respecto al temasanitario.“Hemos tenido y logrado con la comunidad organizada, tanto de los sectores rurales comourbanos, poder establecer algunos puntos de participación y actividades culturales, artesanales yartísticos. Por primera vez en nuestra historia de la Ruta de las Tradiciones se ha levantado lacomunidad de Trapén, con una excelente convocatoria, un trabajo y organización que son dignasde considerar”, manifestó la Directora de Desarrollo Comunitario, Jacquelin Paz.Mientras el día sábado y domingo, la “Ruta de las Tradiciones” continuará en el sector de PanitaoBajo, por el camino costero hacia Calbuco, mientras la realización de esta “Merluzada” que seefectuará en la Caleta Anáhuac.TESTIMONIOSCésar Pérez, quien visitó la fiesta costumbrista comentó que “nos ha parecido súper bueno,nosotros somos de la localidad, conocemos a todos y acá hay productos de calidad, a buenprecio. Estamos todos vacunados, con nuestro Pase de Movilidad, entonces tenemos queaprovechar estas instancias”.“Un día muy pintoresco, además que el día nos acompaña, hay lluvia, sol, viento, verano,teniendo las cuatro estaciones como un clásico en el sur, la gente muy agradable, todo muy rico yfresco, entonces está perfecto para recomendar”, agregó Verónica Barría.Desde la organización en Trapén, su dirigente Doris Bustamante agradeció a las autoridades de laMunicipalidad por esta incursión en el Circuito Costumbrista. “Nos fue súper bien, terminamostemprano con el equipo, se vendió todo y sin ningún inconveniente. Hicimos un gran sacrificio enconjunto para realizar esta fiesta, tomando en consideración el tema de la pandemia”, apuntó.EXPO Y SIGUIENTE ESTACIÓNLa directora de Dideco añadió además que, desde este viernes continúa la realización de la “ExpoRaíces”, con el detalle de nuevos puestos de gastronomía, cervecería artesanal y más shows musicales. “Es un evento que nació hace seis años atrás en Puerto Montt, con la intención demostrar en época estival lo mejor de nuestros artesanos, huertos urbanos, hortaliceras ymanualidades. Recoge lo nuestro, lo hecho a mano y lo muestra a la comunidad”, destacó.",22597983.0,chile,radioacogida,https://radioacogida.cl/en-dos-sectores-continuara-la-ruta-de-las-tradiciones-luego-de-primer-fin-de-semana/,En dos sectores continuará la Ruta de las Tradiciones luego de primer fin de semana,2022-01-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1114,4,0.4099,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","Un proyecto integral que responda a las necesidades de la comunidad en el ámbito recreativo ycuya proyección esté sujeta a una Consulta Ciudadana en marzo, señaló el alcalde Gervoy Paredesen torno a la iniciativa que pretende desplegar la Municipalidad de Puerto Montt en sector de LasCanteras en La Vara. Asimismo, el proyecto incluye la adquisición de una escuela para reemplazarel antiguo establecimiento educacional y la gestión de terrenos para una brigada de bomberos enese sector.Acerca de la agenda de trabajo que ha articulado el municipio en Las Canteras, el jefe comunalindicó que consiste esencialmente en un espacio para la práctica deportiva en diversas disciplinascomo patinaje, ciclismo, entre otros. Al mismo tiempo, continuó, en el área de infraestructura através de la adquisición de una escuela —con recursos municipales— para suplir el desgate físicodel antiguo inmueble. Además, describió, en el terreno se establecerá una brigada de bomberos.“La propuesta que estamos trabajando es integral. Está directamente relacionada con elesparcimiento. Para el ciclismo, patinaje, atletismo, entre otros. No sólo estamos hablando delOctavo de Milla. Igualmente, adquirimos una escuela para reemplazar el antiguo establecimientoen La Vara. Ahí también podrá emplazarse una compañía de bomberos”, dijo el alcalde GervoyParedes.CENTRO COMUNITARIO Y ÁREA VERDEEn torno al Plan Maestro para el terreno municipal —9 hectáreas— y que incluye mecanismos departicipación ciudadana, el director de la Secretaría Comunal de Planificación (SECPLAN), IvánLeonhardt, especificó que contempla la edificación de un centro comunitario para que loshabitantes lleven a cabo actividades. De la misma forma, recuperar el pozo de áridos como unárea verde dotándolo de medidas de seguridad. Simultáneamente, el llamado a una consulta a losvecinos en marzo.“La gente de La Vara requiere de un centro comunitario para que efectúen actividades recreativas,entre otras. A la par, nuestra propuesta detalla que el pozo sea recuperado como un espacioverde. Como un humedal, dentro de las posibilidades, y dotarlo con un entorno limpio”, manifestóLeonhardt.Sobre las afirmaciones que hablan de un autódromo en el sector, la vecina de Las Canteras,Carmen Fernández, el presidente del Pasaje Los Esteros, José Meneses, y la presidenta de 1/8 deMilla y Movimiento Unión Tuerca, Katherine Vera, coincidieron en señalar que no se trata de unautódromo y que no se efectuarán carreras diariamente. Del mismo modo, expresaron que el PlanMaestro municipal impactará positivamente ya que contribuirá a reducir el aislamiento de La Vara.",22597984.0,chile,radioacogida,https://radioacogida.cl/municipalidad-proyecta-desplegar-centro-polideportivo-y-comunitario-en-sector-las-canteras-de-la-vara%EF%BF%BC/,Municipalidad proyecta desplegar centro polideportivo y comunitario en sector Las Canteras de La Vara￼,2022-01-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,4,0.5774,"personas, años, año, comuna, parte, proceso, enero, comunidad, actividades, través","El Presidente de la República, Sebastián Piñera, inauguró este jueves el nuevo Hospital de Cochrane, durante su visita a la región de Aysén.El moderno establecimiento cuenta con una superficie construida de 5.020 metros cuadrados, para una población beneficiaria de 5 mil habitantes, que considera la provincia de Capitán Prat, compuesta por las comunas de Cochrane, Caleta Tortel y Villa O’Higgins, además de las localidades de Bertrand y Puerto Guadal, de la comuna de Chile Chico.El Hospital de Cochrane considera la habilitación de 7 camas clínicas y 2 unidades pediátricas de hospitalización, quirófanos de urgencia y de cirugía/parto, 10 box de atención y 2 de urgencias, 3 salas de procedimiento, 2 box dentales y dos salas de radiología (osteo pulmonar y dental).‘’Estamos aquí para compartir una buena noticia. Yo sé que este Hospital era un anhelo muy sentido, un anhelo muy querido por todos los habitantes de Cochrane’’, destacó el Mandatario junto a la Primera Dama, Cecilia Morel y el Subsecretario de Redes Asistenciales, Alberto Dougnac.El moderno recinto hospitalario está inserto en el Plan Especial de Desarrollo de Zonas Extremas (PEDZE) y en el Convenio de Programación “Mejoramiento de Infraestructura de Salud de la Región de Aysén”, cuya inversión global bordea los $19 mil millones.‘’Con esto vamos a terminar con una verdadera modernización de la infraestructura de Salud a esta región», resaltó el Presidente Sebastián Piñera.Dada la ubicación geográfica del establecimiento, se realizó un trabajo especial en materia de eficiencia energética, considerando que existe una baja radiación solar, con inviernos prolongados. Por ello, sumado al sistema de calefacción convencional, se orientó el edificio hacia el norte, donde se proyectaron muros Trombe, el primer sistema de este tipo en la región de Aysén, que permite la captación solar pasiva en el muro, para convertirlo en un sencillo sistema de calefacción, mediante circulación de aire caliente acumulado y traspasarlo al interior del edificio. Adicionalmente, toda la estructura considera una envolvente térmica de alta eficiencia compuesta con planchas de poliestireno expandido de diversos espesores y densidades. Por otro lado, el diseño interior del hospital consideró una ambientación ad hoc, con señalética en forma de canoas o kayaks y el suelo simulando el color de las aguas turquesas del río Baker. El Presidente Piñera está impulsando un Plan Nacional de Inversiones que tiene por objetivo fortalecer la red de salud, generando un cambio oportuno y concreto a las múltiples necesidades de la población, a través de la construcción, reposición, mantenimiento y mejoramiento de infraestructura sanitaria. Hasta la fecha, ya se han terminado 16 hospitales a lo largo de todo Chile, mientras que 35 se encuentran en ejecución, 11 en proceso de licitación y otros 41 en etapa de diseño o estudio. ‘’Lo más importante es que detrás de esto hay un enorme esfuerzo, dedicación y compromiso de mucha gente’’, concluyó el Jefe de Estado.",22597790.0,chile,elquellonino,https://elquellonino.cl/30247/presidente-pinera-inaugura-nuevo-hospital-de-cochrane-en-la-region-de-aysen-era-un-anhelo-muy-sentido-un-anhelo-muy-querido-por-todos-los-habitantes/,"Presidente Piñera inaugura nuevo Hospital de Cochrane, en la Región de Aysén “Era un anhelo muy sentido, un anhelo muy querido por todos los habitantes”",2022-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,6,0.5915,"casos, virus, ingresos, región, drogas, armas, contagio, curso, personas, misión","La región de Los Lagos reportó este sábado 1.291 casos de coronavirus, mientras que la cantidad de casos activos es de 2.948. Cabe señalar que las 30 comunas de la región reportaron casos, resaltando Puerto Montt con 319 casos; Osorno con 98; Quellón con 56; Castro con 49 y Puerto Varas con 42. En la red asistencial regional, hay actualmente 99 hospitalizados por síntomas asociados al coronavirus. En torno a los cuidados críticos quedan disponibles al día de hoy 11 camas UCI y 51 ventiladores mecánicos. Para hoy, además, se registra una nueva defunción con residencia en la comuna de Los Muermos, alzando la cifra a 1.568 decesos desde el inicio de la pandemia.",22597794.0,chile,radiosago,https://www.radiosago.cl/continua-aumentando-el-numero-de-casos-diarios-de-covid-19-en-la-region-de-los-lagos/,Continúa aumentando el número de casos diarios de Covid-19 en la región de Los Lagos,2022-01-29,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1117,0,0.4191,"emprendimiento, naturaleza, conservación, canal, diputado, obra, minutos, tramo, agrupación, energía","Esta es la historia de un proyecto que nace del contacto con la naturaleza y con plena conciencia de nuestro impacto en los recursos naturales, pero sobre todo, muestra la importancia de nuestras rutinas más básicas, porque es justo ahí cuando muchas veces perdemos de vista aquello que deberíamos proteger por nosotros y nuestro futuro común.  En esta entrevista analizamos, además del nacimiento, el camino y proyección de “Tu Jabón”, que ganó el campeonato de emprendimiento Nada Nos Detiene, en la región de Los Lagos, y que resulta inspirador para las y los emprendedores que buscan impulsar un emprendimiento de triple impacto: social, económico y ambiental.  “Sueño con reciclar todo el aceite usado de la cuenca del lago Llanquihue”, explica Pía, que proyecta seguir creciendo con “Tu Jabón” para poder, además, ofrecer empleo a la comunidad local de Puerto Varas: “Tengo que hacer un jabón en barra, sin envase, para lavar la loza y entregar trabajo en nuestra comuna”, resume esta emprendedora que ya cuenta con una veintena de canales de venta a los cuales sumó la vía digital.  Los invito entonces a conocer e inspirarse con su historia y pasión por lo que ha ido construyendo y lo que proyecta hacia delante:   ",22597803.0,chile,elrepuertero,https://www.elrepuertero.cl/noticia/economia/heroes-del-emprendimiento-tu-dia-dia-si-puede-cambiar-el-mundo-video,"Héroes del emprendimiento: “Tu día a día, si puede cambiar el mundo” [Video]",2022-01-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1117,0,0.4191,"emprendimiento, naturaleza, conservación, canal, diputado, obra, minutos, tramo, agrupación, energía","Esta es la historia de un proyecto que nace del contacto con la naturaleza y con plena conciencia de nuestro impacto en los recursos naturales, pero sobre todo, muestra la importancia de nuestras rutinas más básicas, porque es justo ahí cuando muchas veces perdemos de vista aquello que deberíamos proteger por nosotros y nuestro futuro común.  En esta entrevista analizamos, además del nacimiento, el camino y proyección de “Tu Jabón”, que ganó el campeonato de emprendimiento Nada Nos Detiene, en la región de Los Lagos, y que resulta inspirador para las y los emprendedores que buscan impulsar un emprendimiento de triple impacto: social, económico y ambiental.  “Sueño con reciclar todo el aceite usado de la cuenca del lago Llanquihue”, explica Pía, que proyecta seguir creciendo con “Tu Jabón” para poder, además, ofrecer empleo a la comunidad local de Puerto Varas: “Tengo que hacer un jabón en barra, sin envase, para lavar la loza y entregar trabajo en nuestra comuna”, resume esta emprendedora que ya cuenta con una veintena de canales de venta a los cuales sumó la vía digital.  Los invito entonces a conocer e inspirarse con su historia y pasión por lo que ha ido construyendo y lo que proyecta hacia delante:   ",47569985.0,chile,elvacanudo,https://www.elvacanudo.cl/noticia/economia/heroes-del-emprendimiento-tu-dia-dia-si-puede-cambiar-el-mundo-video,"Héroes del emprendimiento: “Tu día a día, si puede cambiar el mundo” [Video]",2022-01-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1178,0,0.4191,"emprendimiento, naturaleza, conservación, canal, diputado, obra, minutos, tramo, agrupación, energía","Esta es la historia de un proyecto que nace del contacto con la naturaleza y con plena conciencia de nuestro impacto en los recursos naturales, pero sobre todo, muestra la importancia de nuestras rutinas más básicas, porque es justo ahí cuando muchas veces perdemos de vista aquello que deberíamos proteger por nosotros y nuestro futuro común.  En esta entrevista analizamos, además del nacimiento, el camino y proyección de “Tu Jabón”, que ganó el campeonato de emprendimiento Nada Nos Detiene, en la región de Los Lagos, y que resulta inspirador para las y los emprendedores que buscan impulsar un emprendimiento de triple impacto: social, económico y ambiental.  “Sueño con reciclar todo el aceite usado de la cuenca del lago Llanquihue”, explica Pía, que proyecta seguir creciendo con “Tu Jabón” para poder, además, ofrecer empleo a la comunidad local de Puerto Varas: “Tengo que hacer un jabón en barra, sin envase, para lavar la loza y entregar trabajo en nuestra comuna”, resume esta emprendedora que ya cuenta con una veintena de canales de venta a los cuales sumó la vía digital.  Los invito entonces a conocer e inspirarse con su historia y pasión por lo que ha ido construyendo y lo que proyecta hacia delante:   ",22597803.0,chile,elrepuertero,https://www.elrepuertero.cl/noticia/economia/heroes-del-emprendimiento-tu-dia-dia-si-puede-cambiar-el-mundo-video,"Héroes del emprendimiento: “Tu día a día, si puede cambiar el mundo” [Video]",2022-01-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1178,0,0.4191,"emprendimiento, naturaleza, conservación, canal, diputado, obra, minutos, tramo, agrupación, energía","Esta es la historia de un proyecto que nace del contacto con la naturaleza y con plena conciencia de nuestro impacto en los recursos naturales, pero sobre todo, muestra la importancia de nuestras rutinas más básicas, porque es justo ahí cuando muchas veces perdemos de vista aquello que deberíamos proteger por nosotros y nuestro futuro común.  En esta entrevista analizamos, además del nacimiento, el camino y proyección de “Tu Jabón”, que ganó el campeonato de emprendimiento Nada Nos Detiene, en la región de Los Lagos, y que resulta inspirador para las y los emprendedores que buscan impulsar un emprendimiento de triple impacto: social, económico y ambiental.  “Sueño con reciclar todo el aceite usado de la cuenca del lago Llanquihue”, explica Pía, que proyecta seguir creciendo con “Tu Jabón” para poder, además, ofrecer empleo a la comunidad local de Puerto Varas: “Tengo que hacer un jabón en barra, sin envase, para lavar la loza y entregar trabajo en nuestra comuna”, resume esta emprendedora que ya cuenta con una veintena de canales de venta a los cuales sumó la vía digital.  Los invito entonces a conocer e inspirarse con su historia y pasión por lo que ha ido construyendo y lo que proyecta hacia delante:   ",47569985.0,chile,elvacanudo,https://www.elvacanudo.cl/noticia/economia/heroes-del-emprendimiento-tu-dia-dia-si-puede-cambiar-el-mundo-video,"Héroes del emprendimiento: “Tu día a día, si puede cambiar el mundo” [Video]",2022-01-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
